ovoko_model_id,manufacturer,model,year_start,year_end
2086,VAZ,2101,1970,1988
2087,VAZ,2106,,
2088,Mercedes-Benz,E A207,2010,2017
2089,Volvo,XC40,,
2090,Honda,Legend,2004,2008
2091,Mercedes-Benz,V Class W447,2014,
2092,Jaguar,XE,2015,
2093,Bedford,Rascal,,
2094,KIA,Rondo,,
2095,Rover,600,,
2096,Seat,Ibiza V (KJ),2017,
2097,Subaru,Trezia,2011,2014
2098,Audi,RS7 C7,2013,2019
2099,Volkswagen,Touareg III,2018,
2100,Mercedes-Benz,307,,
2101,Toyota,GT 86,2012,2021
2102,BMW,Z1,,
2103,MG,6,,
2104,Honda,Civic X,2016,2021
2105,UAZ,469,,
2106,Volkswagen,T-Cross,2016,
2107,Opel,Mokka X,2019,
2108,Audi,A6 S6 C8 4K,2018,2025
2109,Citroen,Berlingo,2018,
2110,Skoda,Kamiq,2019,
2111,Toyota,Sequoia (XK60) ,2007,
2112,Porsche,Taycan 9J1,2019,
2113,Peugeot,301,2012,
2114,Volkswagen,Karmann Ghia,,
2115,Volkswagen,Typ3,,
2116,Volkswagen,FastBack,,
2117,Volkswagen,Squareback,,
2118,Seat,Arona,2017,
2119,Honda,CR-V,2017,2022
2120,Mini,Cooper Countryman F60,2017,
2121,Chrysler,300C,2011,
2122,Scion,xB,2004,2015
2123,Peugeot,Boxer,2015,
2124,Volkswagen,Tiguan Allspace,2017,
2125,Honda,Element,2003,2011
2126,Peugeot,2008 II,2019,
2127,Bentley,Bentayga,2015,
2128,Ford,Transit Custom,2013,2023
2129,Ford,Tourneo Custom,2012,
2130,Toyota,Land Cruiser (FJ80),1990,1997
2131,Toyota,Land Cruiser (FJ40),1968,1991
2132,Toyota,Land Cruiser (BJ70),1984,2003
2133,Toyota,Land Cruiser (LJ79),1993,
2134,Citroen,C-Elysée,2012,
2135,Subaru,WRX,2007,2021
2136,Dodge,Stratus,2001,2006
2137,Audi,A8 S8 D5,2017,
2138,Mazda,CX-30,2019,
2139,BMW,i8,2014,
2140,Scion,xD,2008,2014
2141,Lexus,LX 470,1998,2007
2142,Nissan,Rogue,2013,2020
2143,Mercedes-Benz,W123,1976,1985
2144,Honda,Clarity,2016,
2145,Infiniti,I30,1996,1999
2146,Hyundai,Santamo,1991,1997
2147,Jaguar,F-Type,2013,
2148,Peugeot,Rifter,2018,
2149,Toyota,Land Cruiser (FJ75),2003,2007
2150,Acura,MDX II,2007,2013
2151,Nissan,Micra K14,2017,2024
2152,Chevrolet,Bolt,2017,
2153,Nissan,720,1980,1986
2154,Nissan,620,1972,1978
2155,Nissan,240SX,1988,1994
2156,Toyota,Land Cruiser (FJ60),1981,1989
2157,Infiniti,QX50 (J55),2017,
2158,Infiniti,QX50 (J50),2013,2017
2159,Citroen,C5 Aircross,2017,2024
2160,Mitsubishi,i-MiEV,2009,2015
2161,Porsche,992,2019,
2162,Lexus,LC,,
2163,Mini,Paceman (R61),2012,2016
2164,BMW,M8 F93 Gran Coupe,2019,
2165,Land Rover,Defender,2020,
2166,Mercedes-Benz,A W177,2018,
2167,Mercedes-Benz,B W247,2018,
2168,BMW,8 G14,2018,
2169,Lexus,UX,2018,
2170,Chevrolet,PT Cruiser,,
2171,Opel,Vivaro,2019,
2172,Lincoln,MKS,2009,2016
2173,Opel,Combo E,2018,
2174,Ford,Connect,2002,2013
2175,Audi,A1,2018,
2176,Audi,A5,2016,2024
2177,Toyota,Allion,2007,
2178,Mercedes-Benz,CLA C118 X118,2019,
2179,Maserati,GranTurismo,2007,2019
2180,Toyota,Prius (NHW20),2003,2009
2181,Fiat,Punto (199),2005,2018
2182,Toyota,Auris E210,2018,
2183,Scion,tC AT10,2004,2010
2184,Citroen,DS7 Crossback,2017,
2185,Subaru,Outback (BT),2019,
2186,Seat,Tarraco,2018,
2187,Volkswagen,Golf VIII,2019,
2188,Mercedes-Benz,CLS W257,2018,
2189,Subaru,Vivio,1992,1998
2190,Subaru,Libero,1986,1993
2191,BMW,X6 G06,2019,
2192,BMW,X7 G07,2018,
2193,Infiniti,Q60,2014,
2194,Mercedes-Benz,Sprinter W907 W910,2018,
2195,Volkswagen,Caddy,2015,2020
2196,Volkswagen,Caddy,2020,
2197,Peugeot,Traveller,2016,
2198,Fiat,124 Spider,2016,
2199,Peugeot,Expert,2016,
2200,Isuzu,Rodeo,,
2201,BMW,M5 F90,2017,
2202,Nissan,Teana,2003,
2203,Audi,200,,
2204,Audi,Coupe,1980,2000
2205,Fiat,Seicento/600,1997,2010
2206,KIA,Rio,2013,2015
2207,Peugeot,iOn,2015,
2208,Peugeot,207 CC,2007,2014
2209,Volkswagen,Jetta USA,2019,
2210,Chrysler,200,2011,2014
2211,Volkswagen,New Beetle,1998,2011
2212,McLaren,MP4 12c,2011,2014
2213,Skoda,Octavia Mk4,2019,
2214,Volvo,S80,2018,
2215,Maserati,228,1987,1991
2216,Honda,Fit,2008,2015
2217,Smart,ForFour II W453,2014,
2218,Rover,City,2003,2005
2219,Hyundai,Tucson JM,2004,2009
2220,Hyundai,Tucson TL,2015,
2221,Nissan,Patrol 60,1960,1980
2222,Nissan,Patrol 160,1980,1986
2223,Nissan,Patrol 260,1986,2002
2224,Nissan,Patrol Y60,1987,1997
2225,Nissan,Patrol Y61,1997,2009
2226,Nissan,Patrol Y62,2010,
2227,Renault,25,1983,1992
2228,Suzuki,Vitara (LY),2015,
2229,Porsche,356 A,1956,1960
2230,Porsche,356 B,1960,1964
2231,Porsche,356 C,1964,1965
2232,Porsche,911 901 930,1974,1989
2233,Porsche,911 964,1989,1993
2234,Porsche,911 993,1993,1997
2235,Porsche,911 901 ,1964,1974
2236,Porsche,911 996,1997,2005
2237,Porsche,911 997,2004,2013
2238,Porsche,911 991,2011,2019
2239,Porsche,912E,1976,1976
2240,Porsche,Boxster 987,2005,2012
2241,Porsche,Boxster 981,2012,2016
2242,Porsche,Boxster 982,2016,
2243,Porsche,Cayman 981,2012,2016
2244,Porsche,Cayenne (92A),2010,2017
2245,Porsche,Cayenne (9Y0 9Y3),2018,
2246,Porsche,718 Cayman 982 982c,2016,
2247,Porsche,Panamera (971),2017,2024
2248,Land Rover,Range Rover Evoque L551,2018,
2249,Mercedes-Benz,GLS X166,2015,2019
2250,Hyundai,i20 (BC3 BI3),2020,
2251,Peugeot,3008 II,2016,2023
2252,Mercedes-Benz,GLE W167,2019,
2253,Hyundai,i10,2007,2012
2254,Hyundai,i10,2013,2018
2255,Hyundai,i10,2019,
2256,Fiat,Fullback,2016,
2257,Mazda,3,2019,
2258,Mercedes-Benz,GLA H247,2020,
2259,Renault,Espace V (RFC),2015,2023
2260,Audi,R8 4S,2015,
2261,Porsche,911 992,2019,
2262,Acura,CL I,1996,1999
2263,Acura,CL II,2001,2003
2264,Acura,Integra I,1985,1990
2265,Acura,Integra II,1990,1993
2266,Acura,Integra III,1993,2001
2267,Acura,Legend I,1986,1990
2268,Acura,Legend II,1991,1995
2269,Acura,MDX I,2000,2006
2270,Acura,MDX III,2014,2020
2271,Acura,NSX I,1990,1997
2272,Acura,NSX II,1997,2015
2273,Acura,RDX I,2007,2012
2274,Acura,RSX I,2002,2006
2275,Acura,SLX II,1991,2002
2276,Acura,TSX I,2004,2008
2277,Acura,TSX II,2009,2014
2278,Acura,VIGOR,1991,1994
2279,Alfa Romeo,6  119,1979,1986
2280,Alfa Romeo,Arna 920,1983,1987
2281,Alfa Romeo,Montreal,1970,1977
2282,Alfa Romeo,SZ,1989,1994
2283,Dacia,Nova,1995,2000
2284,Dacia,Solenza,2003,2005
2285,Dacia,SupeRNova,2000,2003
2286,BMW,3 E21,1975,1983
2287,BMW,4 G22 G23 G24 G26,2020,
2288,BMW,5 E12,1972,1981
2289,Nissan,Juke II F16,2019,
2290,Fiat,126,1972,2000
2291,Fiat,124,1966,1975
2292,Fiat,130,1970,1976
2293,Fiat,850 Spider,1965,1973
2294,Jeep,JC,1944,1986
2295,Ford,Capri III,1978,1985
2296,Ford,Kuga III,2020,
2297,Ford,Transit,1953,1965
2298,Ford,Transit I,1965,1978
2299,Ford,Transit II,1977,1985
2300,Hyundai,Excel II,1989,1994
2301,Hyundai,Veloster,2011,2017
2302,Saab,92,1949,1956
2303,KIA,Retona,1998,2003
2304,Jaguar,E-Type,1961,1974
2305,Jaguar,XJ SERIE 1,1968,1973
2306,Lancia,Flaminia,1957,1970
2307,Lancia,Fulvia,1963,1976
2308,Lancia,Gamma,1976,1984
2309,Lancia,Montecarlo,1975,1981
2310,Lancia,Stratos,1972,1975
2311,Subaru,Baja BT,2002,2006
2312,Bentley,Arnage,1998,2010
2313,Bentley,Azure I,1995,2003
2314,Bentley,Azure II,2006,2009
2315,Bentley,Brooklands,1992,1998
2316,Bentley,Brooklands,2008,2011
2317,Bentley,Eight,1984,1992
2318,Bentley,Mulsanne,1980,1992
2319,Bentley,Mulsanne,2010,2020
2320,Bentley,Camargue,1975,1986
2321,Austin,Maestro,1983,1994
2322,Austin,Maxi,1969,1981
2323,Austin,Montego,1984,1994
2324,Daihatsu,Copen L880,2002,2012
2325,Daihatsu,Move L600,1995,1999
2326,Daihatsu,Move L900,1998,2002
2327,Daihatsu,Move L150 L160,2002,2006
2328,Mitsubishi,Lancer VIII,2007,2017
2329,Autobianchi,Y10,1985,1995
2330,Autobianchi,Primula,1964,1970
2331,Asia,Rocsta,1990,1997
2332,Nissan,Bluebird U13,1991,1996
2333,Cadillac,ATS,2012,2019
2334,Autobianchi,A111,1969,1972
2335,Autobianchi,A112,1969,1986
2336,Mazda,121 SM,1996,2002
2337,DAF,44,1966,1974
2338,DAF,46,1974,1976
2339,Alpine,A310,1971,1984
2340,Citroen,2CV,1948,1990
2341,Citroen,Acadiane,1977,1987
2342,Citroen,AMI,1961,1978
2343,Citroen,C35,1974,1992
2344,Citroen,LN LNA,1976,1985
2345,Citroen,Relay I,1981,1993
2346,Citroen,Relay II,1993,2006
2347,Citroen,Relay III,2007,
2348,Citroen,Dyane,1967,1983
2349,Citroen,Fukang,1998,2009
2350,Citroen,HY,1969,1977
2351,Daewoo,Arcadia I,1985,1990
2352,Daewoo,Arcadia II,1990,1995
2353,Daewoo,Arcadia III,1995,2004
2354,Daewoo,Arcadia IV,2004,2012
2355,Daewoo,Arcadia V,2014,
2356,Mitsubishi,Galant IX,2003,2012
2357,Moskvich,412,1967,2001
2358,ARO,10,1980,2003
2359,Daewoo,Tico,1991,2001
2360,BMW,2 114 E6 E10 E20,1966,1975
2361,BMW,501,1952,1962
2362,BMW,Isetta,1955,1962
2363,BMW,M1 E26,1978,1981
2364,Alfa Romeo,AR6,1981,1993
2365,Alfa Romeo,AR8,1978,1989
2366,Mercedes-Benz,CL C140,1996,1998
2367,Mercedes-Benz,CLK C207 A207,2010,2017
2368,Mercedes-Benz,E W123,1977,1985
2369,Aston Martin,Cygnet,2011,2013
2370,Aston Martin,DB6,1965,1971
2371,Aston Martin,DB7,1993,2003
2372,Aston Martin,DB9,2003,2016
2373,Aston Martin,DBS,1967,1972
2374,Aston Martin,DBS,2007,2012
2375,Aston Martin,Lagonda,1976,1990
2376,Aston Martin,Rapide,2010,2020
2377,Aston Martin,V8,1969,1989
2378,Aston Martin,Vantage III,2005,2018
2379,Aston Martin,Virage,2011,2012
2380,Aston Martin,Virage  V8,1989,2000
2381,Aston Martin,Zagato,1986,1990
2382,Infiniti,QX70 S51,2013,2017
2383,Lada,2108,1986,1997
2384,Lada,2110,1995,2009
2385,Lada,2111,1998,2009
2386,Renault,18,1978,1989
2387,Renault,Rapid,1985,2000
2388,Renault,Super R5,1984,1996
2389,Renault,Symbol I,1999,2008
2390,Renault,Symbol II,2008,2013
2391,Renault,Symbol III,2013,
2392,Nissan,Maxima 810,1980,1984
2393,Nissan,Maxima U11,1984,1988
2394,Nissan,Maxima A34,2003,2008
2395,Nissan,Maxima A35,2008,2014
2396,Saab,9-2X,2004,2006
2397,Alpine,A610,1991,1995
2398,Pontiac,Aztek,2001,2005
2399,Pontiac,Catalina I,1959,1960
2400,Pontiac,Catalina II,1961,1964
2401,Pontiac,Catalina III,1965,1970
2402,Pontiac,Catalina IV,1971,1976
2403,Pontiac,Catalina V,1977,1981
2404,Pontiac,G6,2004,2010
2405,Pontiac,Solstice,2005,2009
2406,Pontiac,Sunbird,1976,1980
2407,Pontiac,Sunbird,1982,1994
2408,Pontiac,Sunfire,1995,2005
2409,Artega,GT,2009,2015
2410,ARO,Spartana,1999,2006
2411,ARO,240 244,1972,2006
2412,Asia,Hi-Topic,1993,1999
2413,Asia,Retona,1995,2000
2414,Asia,Towner,1992,2002
2415,Dacia,1300 1310 1320 1325 1410,1969,2006
2416,Dacia,Shiftter,1989,2000
2417,Dacia,1200 1210,1983,1994
2418,AC,428,1965,1974
2419,AC,ACECA I,1995,1998
2420,AC,ACECA II,1998,2015
2421,AC,COBRA I,1990,1997
2422,AC,COBRA II,1997,2015
2423,AC,ME,1979,1986
2424,Aston Martin,TickFord Capri,1982,1985
2425,Austin,Ambassador,1982,1984
2426,Austin,Healey,1964,1971
2427,Austin,Metro,1980,1990
2428,Austin,Mini,1962,1985
2429,Austin,Princess,1976,1982
2430,Austin,MK II,1970,1974
2431,Autobianchi,DKW,1951,1955
2432,Autobianchi,DKW,1964,1966
2433,Autobianchi,Munga,1957,1969
2434,Buick,Excelle,2003,2016
2435,Buick,GL8,2000,2010
2436,Buick,GL8,2010,2016
2437,Buick,LaCrosse I,2005,2009
2438,Buick,LaCrosse II,2010,2016
2439,Buick,Sail,2002,2015
2440,Cadillac,DTS,2005,2016
2441,Cadillac,SGM SLS,2006,2009
2442,Changan,Benni,2006,2015
2443,Changan,Microvan Bus,1990,2002
2444,Changan,CM8,2001,2015
2445,Changan,Heijingang,2007,2016
2446,Changan,Liebao,1995,2004
2447,Changan,Liebao,2004,2016
2448,Changan,Pajero,2004,2016
2449,Changan,Qijian,1999,2016
2450,Changan, Star ZHIXING,2012,2015
2451,Caterham,21,1994,1999
2452,Caterham,7 Super Seven,1973,2016
2453,Citroen,Dispatch I,1994,2006
2454,Citroen,Dispatch II,2007,2016
2455,Citroen,Dispatch III,2016,
2456,Citroen,C-Quatre,2008,2016
2457,Citroen,C-Triomphe,2006,2016
2458,Citroen,C-Zero,2010,2020
2459,Citroen,Mehari,1968,1988
2460,Citroen,Oltcit,1981,1991
2461,Citroen,SM,1970,1975
2462,Citroen,Synergie,1994,2002
2463,Dodge,Daytona,1984,1993
2464,Dodge,Neon,1994,1999
2465,Dodge,Neon,1999,2005
2466,Jaguar,Daimler,1990,1992
2467,Jaguar,Daimler,1993,1997
2468,Jaguar,Daimler,2007,
2469,Jaguar,Sovereign,1966,1969
2470,Jaguar,Sovereign,1969,1973
2471,Jaguar,Sovereign,1973,1979
2472,Jaguar,Sovereign,1979,1983
2473,Jaguar,Sovereign,1993,1997
2474,Jaguar,MK II,1952,1958
2475,Jaguar,MK II,1959,1967
2476,Jeep,Wagoneer,1984,1991
2477,Jeep,Willys,1941,1945
2478,Fiat,Duna,1985,2000
2479,Fiat,Marengo,1979,1985
2480,Fiat,Marengo,1985,1993
2481,Fiat,Marengo,1993,1997
2482,Fiat,Marengo,1997,2001
2483,Lexus,HS,2009,
2484,Mazda,Protege,1994,1998
2485,Mazda,Protege,1999,2003
2486,Mazda,B series UF,1985,1999
2487,Mazda,B series UN,1999,2006
2488,Mitsubishi,Shogun,2007,2016
2489,Mitsubishi,RVR I,1991,1997
2490,Mitsubishi,RVR II,1997,2002
2491,Mitsubishi,RVR III,2010,2014
2492,Smart,Brabus,2008,2015
2493,Subaru,Leone,1971,1981
2494,Honda,City,1981,1986
2495,Honda,City,1986,1994
2496,Honda,City,1996,2002
2497,Honda,City,2002,2008
2498,Honda,City,2008,
2499,Honda,CRX,1983,1987
2500,Honda,CRX,1987,1991
2501,Honda,Fit III,2013,
2502,Honda,Legend V,2014,
2503,Honda,Pilot I,2002,2008
2504,Honda,Pilot II,2008,2015
2505,Honda,Ridgeline I,2005,2016
2506,Honda,Ridgeline II,2016,
2507,Peugeot,408 I,2010,2014
2508,Peugeot,408 II,2014,
2509,Hyundai,H200,1997,2001
2510,Hyundai,Amica,2000,2009
2511,Hyundai,Solaris I,2011,2014
2512,Hyundai,Solaris II,2015,
2513,Opel,Nova,1982,1993
2514,Toyota,Echo,2000,2003
2515,Toyota,Echo,2003,2005
2516,Toyota,Granvia,1995,
2517,Toyota,Scion,2004,2008
2518,Toyota,Soarer Z10,1981,1985
2519,Toyota,Soarer Z20,1986,1991
2520,Toyota,Soarer Z30,1991,2000
2521,Toyota,Soarer Z40,2001,2005
2522,Toyota,Voltz,2002,2004
2523,Toyota,Land Cruiser 20,1955,1960
2524,Toyota,Land Cruiser 40,1960,1984
2525,Toyota,Land Cruiser FJ,1951,1955
2526,Toyota,Land Cruiser J20 J20u,2008,
2527,Renault,Dacia Duster,2010,2021
2528,Renault,Triber,2019,
2529,Proton,415,1994,1998
2530,Proton,Savvy,2005,2011
2531,KIA,Avella,1994,1999
2532,KIA,Borrego,2008,
2533,KIA,Delta,1993,1998
2534,KIA,Elan,1995,2000
2535,KIA,Enterprise,1997,2002
2536,KIA,Forte,2009,2013
2537,KIA,Forte,2013,
2538,KIA,Mentor,1992,1997
2539,KIA,Potentia,1992,2001
2540,Lancia,Y 840,1996,2003
2541,Suzuki,LJ,1980,1984
2542,Suzuki,TT Fortigo,1988,2017
2543,Rover,100,1989,1998
2544,Nissan,Almera G11 G15,2012,
2545,Nissan,Almera N17,2011,
2546,Nissan,Cefiro,1995,1997
2547,Nissan,Cube Z10,1998,2002
2548,Nissan,Cube Z11,2002,2008
2549,Nissan,Cube Z12,2010,
2550,Nissan,Evalia,2011,
2551,Nissan,Pathfinder WD21,1985,1995
2552,Nissan,PickUp,1998,2006
2553,Nissan,PickUp,2008,2012
2554,Nissan,QX,1994,1999
2555,Nissan,Sentra B11,1982,1986
2556,Nissan,Sentra B12,1986,1990
2557,Nissan,Sentra B13,1991,1994
2558,Nissan,Sentra B14,1995,1999
2559,Nissan,Sentra B15,2000,2006
2560,Nissan,Sentra B16,2007,2012
2561,Nissan,Sentra B17,2013,
2562,Nissan,Sunny B15,2000,2006
2563,Nissan,Trade,1987,2004
2564,Nissan,Versa,2006,2012
2565,Ford,Aspire,1993,1997
2566,Ford,Contour,1944,1997
2567,Ford,Crown,1986,1990
2568,Ford,Crown Victoria I,1992,1997
2569,Ford,Crown Victoria II,1998,2012
2570,Ford,Econovan,1985,1990
2571,Ford,Expedition,1997,2002
2572,Ford,Expedition,2003,2006
2573,Ford,Expedition,2007,
2574,Ford,Festiva,1988,2007
2575,Ford,Flex,2008,
2576,Ford,Freestyle,2005,2007
2577,Ford,Granada,1981,1985
2578,Ford,Streetka,2004,2005
2579,Ford,Taunus I,1955,1959
2580,Ford,Taunus II,1959,1962
2581,Ford,Taunus III,1962,1966
2582,Ford,Taunus IV,1966,1970
2583,Ford,Tempo,1986,1994
2584,Geo,Metro I,1988,1995
2585,Geo,Metro II,1995,2001
2586,Holden,Adventra,2003,2005
2587,Volkswagen,Atlantic,1978,1984
2588,Volkswagen,Carat,1980,1988
2589,Volkswagen,Caribe,1974,1984
2590,Volkswagen,Carocha,1947,1985
2591,Volkswagen,Dasher,1973,1980
2592,Volkswagen,Derby I,1977,1984
2593,Volkswagen,Derby II,1996,2008
2594,Volkswagen,Jetta III,1992,1999
2595,Volkswagen,Jetta IV,1999,2005
2596,Volkswagen,Transporter - Caravelle T1,1950,1967
2597,Volkswagen,411 412,1965,1975
2598,Daihatsu,Altis I,1996,2001
2599,Daihatsu,Altis II,2001,2006
2600,Daihatsu,Altis III,2006,2010
2601,Daihatsu,Altis IV,2012,
2602,Daihatsu,"55, 550, 850, 1000, 1300",1977,2016
2603,Daihatsu,Ascend,1994,1996
2604,Daihatsu,Atrai,2000,2016
2605,Daihatsu,Bego,2005,2016
2606,Daihatsu,Boon,2005,2016
2607,Daihatsu,Ceria,2005,2015
2608,Daihatsu,City Breeze,1999,2003
2609,Daihatsu,Trevis,2008,2010
2610,Daewoo,Charman,1998,
2611,Daewoo,Cielo,1994,2000
2612,Daewoo,Damas I,1991,2004
2613,Daewoo,Damas II,2005,2016
2614,Daewoo,G2X,2005,
2615,Daewoo,Gentra,2005,2011
2616,Daewoo,Istana,1995,2003
2617,Daewoo,Labo,1992,2000
2618,Daewoo,LeMans,1986,1997
2619,Daewoo,Magnus,2000,2006
2620,Daewoo,Musso,1995,2005
2621,Daewoo,Polonez,1992,1998
2622,Daewoo,Prince,1991,1997
2623,Daewoo,Racer,1986,1995
2624,Daewoo,Rezzo,2000,
2625,Daewoo,Royale I,1972,1978
2626,Daewoo,Royale II,1978,1993
2627,Daewoo,Tosca,2006,2011
2628,Daewoo,Winstorm,2006,2016
2629,Chevrolet,Astra,1994,1996
2630,Chevrolet,Astra,2008,2011
2631,Chevrolet,Beat,2010,2016
2632,Chevrolet,Cobalt,2004,2010
2633,Chevrolet,Calibra,1993,1996
2634,Chevrolet,Caravan,1975,1992
2635,Chevrolet,Celta,2000,2016
2636,Chevrolet,Chevy Van,1971,1996
2637,Chevrolet,Chevy Van,1996,2006
2638,Chevrolet,Chevy Van,2006,2016
2639,Chevrolet,Cheyenne,1997,2007
2640,Chevrolet,Classic,2002,2016
2641,Chevrolet,Combo,1993,2001
2642,Chevrolet,Combo,2001,2011
2643,Chevrolet,Combo,2011,
2644,Chevrolet,Corsa,1994,2002
2645,Chevrolet,Corsa,2002,2007
2646,Chevrolet,Corsa,2007,2016
2647,Chevrolet,Ipanema,1989,1997
2648,Chevrolet,Kadett,1989,1998
2649,Chevrolet,Lanos,2005,2015
2650,Chevrolet,Lova,2005,2011
2651,Chevrolet,LUV,1993,2005
2652,Chevrolet,Meriva,2002,2012
2653,Chevrolet,Montana,2001,2010
2654,Chevrolet,Montana,2010,
2655,Chevrolet,Niva,1998,2002
2656,Chevrolet,Niva,2003,2009
2657,Chevrolet,Omega A,1992,1998
2658,Chevrolet,Omega B,1998,2006
2659,Chevrolet,Omega C,2007,2011
2660,Chevrolet,Opala,1971,1981
2661,Chevrolet,Opala,1981,1992
2662,Chevrolet,Optra,2002,2008
2663,Chevrolet,Optra,2008,
2664,Chevrolet,Prizm,1989,1992
2665,Chevrolet,Prizm,1992,1997
2666,Chevrolet,Prizm,1997,2002
2667,Chevrolet,Rezzo,2000,2011
2668,Chevrolet,Sail,2001,2009
2669,Chevrolet,Sail,2010,2016
2670,Chevrolet,Sonic,2011,2015
2671,Chevrolet,Sonora,2000,2006
2672,Chevrolet,Spin,2012,
2673,Chevrolet,SS,2013,2016
2674,Chevrolet,Tigra A,1994,2000
2675,Chevrolet,Tigra B,2004,2009
2676,Chevrolet,Tracker,1989,1997
2677,Chevrolet,Tracker,1998,2007
2678,Chevrolet,Tracker,2007,2016
2679,Chevrolet,Vectra,1996,2008
2680,Chevrolet,Vectra,2009,2016
2681,Chevrolet,Veraneio,1985,1996
2682,Chevrolet,Viva,2004,2008
2683,Chevrolet,Vivant,2001,2016
2684,Chevrolet,Zafira A,1999,2005
2685,Chevrolet,Zafira B,2005,2014
2686,Chevrolet,Zafira C,2011,
2687,Chrysler,Cirrus,1995,2000
2688,Chrysler,Delta,2011,2016
2689,Chrysler,Intrepid,1993,2004
2690,Chrysler,Liberty I,2002,2007
2691,Chrysler,Liberty II,2008,2012
2692,Chrysler,Phantom,1986,1995
2693,Chrysler,Town Country I,1989,1990
2694,Chrysler,Town Country II,1991,1995
2695,UAZ,2103,1972,1985
2696,UAZ,31512,1985,
2697,Carbodies,FL FL2,1967,1972
2698,Carbodies,FL FL2,1972,1985
2699,Carbodies,FL FL2,1985,1989
2700,Carbodies,FX,1982,1997
2701,Tazzari,Zero,2009,
2702,Brilliance,M2 BS4,2008,
2703,Chery,A5 A520,2006,2010
2704,Chery,Amulet,2003,2010
2705,Chery,Cielo,2008,2016
2706,Chery,E5,2011,
2707,Chery,Eastar V5,2003,2016
2708,Chery,Ego,2007,2015
2709,Chery,Fengyun,2001,2006
2710,Chery,J11,2005,2016
2711,Chery,Qiyun 1,2003,2010
2712,Chery,Qiyun 2,2010,2016
2713,Chery,QQ QQ3,2003,2016
2714,Chery,QQ QQ6,2006,2016
2715,Chery,Tengo,2009,2016
2716,Chery,Tiggo,2009,2016
2717,GAZ,3302,1992,
2718,GAZ,53,1961,1993
2719,Bugatti,Veyron EB,2003,2012
2720,Bugatti,Veyron Grand Sport EB,2009,2015
2721,Bedford,Astra,1984,1991
2722,Bedford,CF,1969,1987
2723,Bedford,Chevanne,1976,1982
2724,Bedford,Midi,1986,1992
2725,DAF,33,1967,1974
2726,DAF,400-Series 428-435,1989,1993
2727,DAF,95 XF,1997,2002
2730,Isuzu,Bighorn,1981,1991
2731,Isuzu,Midi,1989,1996
2732,Mercedes-Benz,1834,1990,2000
2733,Mercedes-Benz,208 308,1989,1995
2734,Mercedes-Benz,500 SL,1992,1993
2736,Mercedes-Benz,Vario,1996,
2737,Mercury,Cougar I,1967,1970
2738,Mercury,Cougar II,1971,1973
2739,Mercury,Cougar III,1974,1976
2740,Mercury,Cougar IV,1977,1979
2741,Mercury,Cougar V,1980,1982
2742,Mercury,Cougar VI,1983,1988
2743,Mercury,Cougar VII,1989,1997
2744,Mercury,Cougar VIII,1998,2002
2745,Mercedes-Benz,T1,1977,1995
2746,Mercedes-Benz,T2,1967,1986
2747,Mercedes-Benz,T3,1986,1996
2748,Mini,Cooper Mark I,1959,1967
2749,Mini,Cooper Mark II,1967,1970
2750,Mini,Cooper Mark III IV,1969,2000
2751,Mini,Cooper,1959,1990
2752,Mini,Cooper,1990,2000
2753,Mini,Cooper Hatch Hardtop,2001,2006
2754,Mini,Cooper Hatch Hardtop,2007,
2755,Alpine,Berlinette A110 1300,1961,1977
2756,Alpine, Berlinette A110 1600,1970,1973
2757,Alpine,B10 E34,1993,1999
2758,Alpine,B10 E39,1997,2003
2759,Alpine,B12,1990,1996
2760,Alpine,B3 B4 B5 B6 E90 E91 E92 E93,2007,2013
2761,Alpine,B7,1982,1988
2762,Alpine,B8,1995,1998
2763,Alpine,B9,1982,1985
2764,Alpine,C2,1986,1987
2765,Alpine,D10,2000,2003
2766,Alpine,D3,2013,2016
2767,Alpine,D5,2011,2016
2768,BMW,1500 2500,1962,1977
2769,Acura,SLX I,1981,1991
2770,Chrysler,Neon III,2016,
2771,Toyota,Proace,2013,2016
2772,Buick,Rendezvous,2002,2007
2773,Porsche,Cayman 982,2016,
2774,VAZ,2108,1984,2004
2775,KIA,Xceed,2019,
2776,Mini,Cooper F57,2015,
2777,Ford,Ranger,2019,2022
2778,Mercedes-Benz,AMG GT 4 x290 w290,2018,
2779,Land Rover,Evoque I,2011,2018
2780,Land Rover,Evoque II,2019,
2781,Ford,Transit VII,2019,
2782,Subaru,Legacy,2016,
2783,Ford,Escape I,2001,2006
2784,Ford,Escape II,2007,2012
2785,Ford,Escape III,2013,2019
2786,Ford,Escape IV,2020,
2787,Toyota,Sprinter Carib,1987,2002
2788,Audi,Cabriolet B3 8G,1991,2001
2789,Mazda,Capella IV,1997,2002
2790,Vauxhall,Astra D,1979,1986
2791,Cadillac,STS,2004,2011
2792,Dodge,Grand Caravan,2008,2020
2793,Subaru,WRX STI,2007,
2794,Mercedes-Benz,G W463 2nd Gen,2018,2024
2795,Seat,Leon IV,2020,
2796,Fiat,500 Abarth,2008,
2797,Infiniti,Q70 Y51,2013,2019
2798,Infiniti,M Y51,2010,2019
2799,Peugeot,206 CC,2000,2007
2800,Volkswagen,ID.3,2019,
2801,Hyundai,Tucson IV NX4,2020,
2802,Audi,Q3 F3,2018,2025
2803,Audi,RS3,2015,2019
2804,Toyota,Prius Prime,2017,
2805,Mazda,MPV II LW,1999,2007
