ovoko_model_id,manufacturer,model,year_start,year_end
1385,Mercedes-Benz,ML W166,2012,2017
1386,BMW,X3 E83,2003,2010
1387,BMW,X3 F25,2010,2017
1388,BMW,X5 E70,2006,2013
1389,BMW,X5 F15,2013,2017
1390,BMW,5 E39,1996,2003
1391,BMW,5 E60 E61,2004,2010
1392,BMW,5 F10 F11,2009,2016
1393,BMW,5 GT F07,2010,2017
1394,BMW,M5,,
1395,Renault,Laguna I,1994,2000
1396,Renault,Laguna II,2001,2007
1397,Renault,Laguna III,2007,2015
1398,BMW,1 E81 E87,2004,2011
1399,BMW,1 E82 E88,2007,2014
1400,BMW,1 F20 F21,2011,2019
1401,Ford,Escort,1968,1975
1402,Ford,Escort,1975,1980
1403,Ford,Escort,1980,1986
1404,Ford,Escort,1986,1990
1405,Ford,Escort,1990,1995
1406,Ford,Escort,1995,2004
1407,Ford,Mondeo Mk III,2000,2007
1408,Ford,Galaxy,1995,2000
1409,Ford,Galaxy,2000,2006
1410,Ford,Galaxy,2006,2015
1411,Ford,Galaxy,2015,
1412,Toyota,Avensis T220,1997,2000
1413,Toyota,Avensis T220,2000,2003
1414,Toyota,Avensis T250,2003,2006
1415,Toyota,Avensis T270,2009,2012
1416,Toyota,Avensis T270,2012,2015
1417,Toyota,Yaris,1999,2003
1418,Toyota,Yaris,2003,2005
1419,Toyota,Yaris,2006,2011
1420,Toyota,Yaris,2012,2014
1421,Toyota,Yaris,2015,
1422,Toyota,Corolla E90,1987,1991
1423,Toyota,Corolla E100,1991,1995
1424,Toyota,Corolla E110,1995,2002
1425,Toyota,Corolla E120 E130,2000,2004
1426,Toyota,Corolla E140 E150,2007,2013
1427,Toyota,Corolla E160 E170,2013,
1428,Toyota,RAV 4 (XA10),1995,2003
1429,Toyota,RAV 4 (XA20),2000,2005
1430,Toyota,RAV 4 (XA30),2006,2016
1431,Toyota,RAV 4 (XA40),2012,2018
1432,Toyota,"Hilux (N50, N60, N70)",1983,1988
1433,Toyota,"Hilux (N80, N90, N100, N110)",1988,1997
1434,Toyota,"Hilux (N140, N150, N160, N170)",1997,2005
1435,Toyota,"Hilux (AN120, AN130)",2015,2020
1436,Toyota,"Hilux (AN10, AN20, AN30)",2008,2011
1437,Toyota,Camry,1991,1996
1438,Toyota,Camry,1996,2001
1439,Toyota,Camry,2001,2006
1440,Toyota,Camry,2006,2011
1441,Toyota,Camry,2011,2017
1442,Toyota,Carina A60,1981,1988
1443,Toyota,Carina T170,1988,1992
1444,Toyota,Carina T190,1992,1996
1445,Toyota,Carina T210,1996,2001
1446,Toyota,Celica A20 A30,1970,1977
1447,Toyota,Celica A40 A50,1977,1981
1448,Toyota,Celica A60,1981,1985
1449,Toyota,Celica T160,1985,1989
1450,Toyota,Celica T180,1989,1993
1451,Toyota,Celica T200,1993,1999
1452,Toyota,Celica T230,1999,2006
1453,Toyota,Prius (XW10),1997,2003
1454,Toyota,Prius (XW20),2003,2009
1455,Toyota,Prius (XW30),2009,2015
1456,Toyota,Prius (XW50),2015,2023
1457,Toyota,Corolla Verso E121,2001,2004
1458,Toyota,Corolla Verso E121,2004,2007
1459,Toyota,Corolla Verso AR10,2004,2009
1460,Toyota,"Hiace (H11, H20, H30, H40)",1977,1982
1461,Toyota,"Hiace (H50, H60, H70)",1982,1989
1462,Toyota,Hiace (H100),1989,2004
1464,Toyota,Hiace (H200),2004,
1465,Mercedes-Benz,A W168,1997,2004
1466,Mercedes-Benz,A W169,2004,2012
1467,Mercedes-Benz,A W176,2012,2018
1468,Ford,Transit,1986,1995
1469,Ford,Transit,1995,2000
1470,Ford,Transit,2000,2006
1471,Ford,Transit,2006,2013
1472,Ford,Transit,2013,2017
1473,Ford,Mondeo MK I,1993,1996
1474,Ford,Mondeo MK II,1996,2000
1475,Ford,Mondeo MK IV,2007,2014
1476,Ford,Mondeo MK V,2014,
1477,Ford,Focus,1998,2004
1478,Ford,Focus,2004,2010
1479,Ford,Focus,2010,2017
1480,Ford,Focus C-MAX,2003,2010
1481,Ford,C-MAX I,2003,2010
1482,Ford,C-MAX II,2010,2019
1483,Ford,Grand C-MAX,2010,2019
1484,Ford,Fiesta,1989,1995
1485,Ford,Fiesta,1995,2000
1486,Ford,Fiesta,2000,2001
1487,Ford,Fiesta,2002,2005
1488,Ford,Fiesta,2006,2008
1489,Ford,Fiesta,2009,2012
1490,Ford,Fiesta,2013,2017
1491,Ford,Fiesta,1984,1988
1492,Ford,Scorpio,1985,1991
1493,Ford,Scorpio,1992,1994
1494,Ford,Scorpio,1995,1998
1495,Ford,Sierra,1982,1987
1496,Ford,Sierra,1987,1993
1497,Ford,Mustang I,1964,1973
1498,Ford,Mustang II,1974,1978
1499,Ford,Mustang III,1979,1993
1500,Ford,Mustang IV,1994,2004
1501,Ford,Mustang V,2005,2014
1502,Ford,Mustang VI,2015,
1503,Ford,Explorer,,
1504,Ford,Transit -  Tourneo Connect,2003,2008
1505,Ford,Transit -  Tourneo Connect,2009,2013
1506,Ford,Transit -  Tourneo Connect,2013,2022
1507,Ford,Ka,1996,2008
1508,Ford,Ka,2009,2017
1509,Ford,Ranger,1983,2006
1510,Ford,Ranger,2007,2011
1511,Ford,Ranger,2012,2018
1512,Ford,S-MAX,2006,2015
1513,Ford,S-MAX,2015,
1514,Ford,Probe,,
1515,Ford,Fusion,2006,2012
1516,Ford,F100,,
1517,Ford,F550,,
1518,Ford,F350,,
1519,Ford,F150,,
1520,Ford,F250,,
1521,Ford,Orion,1984,1985
1522,Ford,Orion,1986,1990
1523,Ford,Orion,1991,1993
1524,Ford,Puma,,
1525,Ford,Thunderbird,,
1526,Ford,E350,,
1527,Ford,E150,,
1528,Ford,E250,,
1529,Ford,E100,,
1530,Ford,Econoline,,
1531,Ford,Taurus,1986,1991
1532,Ford,Taurus,1992,1995
1533,Ford,Taurus,1996,1999
1534,Ford,Taurus,2000,2007
1535,Ford,Taurus,2008,2009
1536,Ford,Taurus,2010,2013
1537,Ford,Taurus,2013,2017
1538,Ford,Kuga I,2008,2012
1539,Ford,Kuga II,2013,2019
1540,Ford,Courier,,
1541,Ford,Tourneo,,
1542,Ford,Bronco,,
1543,BMW,2 F22 F23,2013,2017
1544,BMW,2 F45,2014,2021
1545,BMW,2 F46,2015,
1546,BMW,3 E30,1983,1994
1547,BMW,3 E36,1991,2000
1548,BMW,3 E46,1998,2005
1549,BMW,3 E90 E91,2005,2012
1550,BMW,3 E92 E93,2005,2014
1551,BMW,3 F30 F35 F31,2012,2018
1552,BMW,3 GT F34,2013,2017
1553,BMW,M3,,
1554,BMW,4 F32 F33,2013,2020
1555,BMW,M4 F82 F83,2014,2020
1556,BMW,4 F36 Gran coupe,2014,2017
1557,BMW,6 E24,1976,1989
1558,BMW,6 E63 E64,2002,2010
1559,BMW,6 F12 F13,2010,2018
1560,BMW,6 F06 Gran coupe,2012,2018
1561,BMW,M6,,
1562,BMW,X1 E84,2009,2015
1563,BMW,X1 F48 F49,2015,2022
1564,BMW,X4 F26,2014,2017
1565,BMW,X6 E71,2008,2014
1566,BMW,X6 F16,2014,2017
1567,BMW,X6 M,,
1568,BMW,Z8 E52,1998,2003
1569,BMW,8 E31,1989,1999
1570,BMW,Z3 E36,1994,2002
1571,BMW,Z4 E85 E86,2002,2008
1572,BMW,Z4 E89,2009,2017
1573,Mercedes-Benz,E W124,1984,1993
1574,Mercedes-Benz,E W124,1993,1995
1575,Mercedes-Benz,E W210,1995,2002
1576,Mercedes-Benz,E W211,2002,2009
1577,Mercedes-Benz,E W212,2009,2016
1578,Mercedes-Benz,E C207 W207,2009,2017
1579,Mercedes-Benz,E AMG W210,,
1580,Mercedes-Benz,E AMG W211,,
1581,Mercedes-Benz,E AMG W212,,
1582,Mercedes-Benz,C W202,1993,2000
1583,Mercedes-Benz,C W203,2000,2007
1584,Mercedes-Benz,C W204,2007,2014
1585,Mercedes-Benz,C W205,2014,2021
1586,Mercedes-Benz,C AMG W202,1993,2000
1587,Mercedes-Benz,C AMG W203,2000,2007
1588,Mercedes-Benz,C AMG W204,2007,2014
1589,Mercedes-Benz,Sprinter W901 W902 W903 W904,1995,2007
1590,Mercedes-Benz,Sprinter W906,2006,2018
1591,Mercedes-Benz,190 W201,1982,1993
1592,Mercedes-Benz,ML AMG W164,,
1593,Mercedes-Benz,ML AMG W166,,
1594,Mercedes-Benz,S W116,1973,1981
1595,Mercedes-Benz,S W126,1979,1992
1596,Mercedes-Benz,S W140,1991,1999
1597,Mercedes-Benz,S W220,1998,2006
1598,Mercedes-Benz,S W221,2005,2013
1599,Mercedes-Benz,S W222,2013,
1600,Mercedes-Benz,CLK A209 C209,2002,2009
1601,Mercedes-Benz,S AMG W221,,
1602,Mercedes-Benz,S AMG W222,,
1603,Mercedes-Benz,CLK A208 C208,1997,2002
1604,Mercedes-Benz,CLK AMG A208 C208,,
1605,Mercedes-Benz,CLK AMG A209 C209,,
1606,Mercedes-Benz,SLK R170,1996,2004
1607,Mercedes-Benz,SLK R171,2005,2011
1608,Mercedes-Benz,SLK R172,2011,2017
1609,Mercedes-Benz,SLK AMG R170,,
1610,Mercedes-Benz,SLK AMG R171,,
1611,Mercedes-Benz,SLK AMG R172,,
1612,Mercedes-Benz,B W245,2005,2011
1613,Mercedes-Benz,B W246 W242,2011,2017
1614,Mercedes-Benz,SL R107,1971,1989
1615,Mercedes-Benz,SL R129,1989,2002
1616,Mercedes-Benz,SL R230,2001,2012
1617,Mercedes-Benz,SL R231,2012,2017
1618,Mercedes-Benz,SL AMG R129,,
1619,Mercedes-Benz,SL AMG R230,,
1620,Mercedes-Benz,SL AMG R231,,
1621,Mercedes-Benz,GLE (W166 - C292),2015,2017
1622,Mercedes-Benz,GLE AMG (W166 - C292),2015,2019
1623,Mercedes-Benz,100 W631,1988,1992
1624,Mercedes-Benz,180 220 BULLE,1957,1967
1625,Mercedes-Benz,190 230 W110 W111,1961,1968
1626,Mercedes-Benz,COMPAKT W115,1968,1976
1627,Mercedes-Benz,200 300 W123,1976,1986
1628,Mercedes-Benz,206 307,1971,1976
1629,Mercedes-Benz,207 310,1977,1995
1630,Mercedes-Benz,230 280SL R113,1963,1971
1631,Mercedes-Benz,250 280 W108,1966,1972
1632,Mercedes-Benz,250 280 C CE W114,1968,1975
1633,Mercedes-Benz,280 450 W116,1973,1980
1634,Mercedes-Benz,280 560 W126,1981,1991
1635,Mercedes-Benz,300 SL W198,1954,1963
1636,Mercedes-Benz,306,,
1637,Mercedes-Benz,309,,
1638,Mercedes-Benz,380 560SEC C126,1981,1991
1639,Mercedes-Benz,406 608,,
1640,Mercedes-Benz,508,,
1641,Mercedes-Benz,609,,
1642,Mercedes-Benz,CL C216,2007,2014
1643,Mercedes-Benz,CL C215,2000,2006
1644,Mercedes-Benz,CLA C117 X117 W117,2013,2019
1645,Mercedes-Benz,CLC CL203,2008,2011
1646,Mercedes-Benz,CLS C218 X218,2011,2017
1647,Mercedes-Benz,CLS C219,2003,2011
1648,Mercedes-Benz,CLS AMG C219,,
1649,Mercedes-Benz,Citan W415,2013,2021
1650,Mercedes-Benz,G W461 W463 1st Gen,1989,2017
1651,Mercedes-Benz,G W460,1978,1992
1652,Mercedes-Benz,GL X166,2013,2019
1653,Mercedes-Benz,GL X164,2006,2012
1654,Mercedes-Benz,GLA W156 X156,2013,2019
1655,Mercedes-Benz,GLC X253 C253,2015,
1656,Mercedes-Benz,GLK (X204),2008,2016
1657,Mercedes-Benz,R W251,2005,2013
1658,Mercedes-Benz,R AMG W251,,
1659,Mercedes-Benz,SLR McLaren C199,,
1660,Mercedes-Benz,Vaneo W414,,
1661,Volkswagen,Routan,2008,2014
1662,Alfa Romeo,166,2003,2009
1663,Audi,S5 Facelift,2013,
1664,Audi,A6 C7,2011,
1665,Chrysler,Stratus II,2001,2006
1666,Chrysler,Town & Country IV,2001,2007
1667,Chrysler,Town & Country III,1996,2000
1668,Skoda,Citigo,2011,2020
1669,Skoda,Fabia Mk1 (6Y),1999,2007
1670,Skoda,Fabia Mk2 (5J),2007,2014
1671,Skoda,Fabia Mk3 (NJ),2015,2021
1672,Skoda,Favorit (781),1989,1994
1673,Skoda,Favorit Forman (785),1988,1995
1674,Skoda,Favorit pick-up (787),1992,1997
1675,Skoda,Felicia I,1994,1998
1676,Skoda,Felicia II,1998,2002
1677,Skoda,Octavia Mk1 (1U),1996,2004
1678,Skoda,Octavia Mk2 (1Z),2004,2013
1679,Skoda,Octavia Mk3 (5E),2013,2019
1680,Skoda,"Rapid (120G, 130G, 135G)",1983,1991
1681,Skoda,Rapid (NH),2012,2019
1682,Skoda,Roomster (5J),2006,2015
1683,Skoda,Superb B5 (3U),2001,2008
1684,Skoda,Superb B6 (3T),2008,2015
1685,Skoda,Superb B8 (3V),2015,2024
1686,Skoda,Yeti (5L),2009,2017
1687,Skoda,"105, 120 (742)",1976,1990
1688,Skoda,"105, 120 (744)",1983,1990
1689,Skoda,130,1985,1991
1690,Seat,Leon (1M),1998,2006
1691,Seat,Leon (1P),2005,2012
1692,Seat,Leon (5F),2012,2019
1693,Renault,Kangoo I,1997,2003
1694,Renault,Kangoo I,2003,2008
1695,Renault,Kangoo II,2008,2014
1696,Renault,Kangoo II,2014,2021
1697,Seat,Alhambra (Mk1),1996,2010
1698,Seat,Alhambra (Mk2),2010,
1699,Seat,Altea,2004,2015
1700,Seat,Altea XL,2004,2015
1701,Seat,Arosa,1997,2005
1702,Seat,Ateca,2016,
1703,Seat,Cordoba (6K),1993,1999
1704,Seat,Cordoba (6K),1999,2002
1705,Seat,Cordoba (6L),2002,2009
1706,Seat,Exeo (3R),2008,2013
1707,Seat,Fura,1981,1986
1708,Seat,Ibiza I (021A),1984,1993
1709,Seat,Ibiza II (6k),1993,1999
1710,Seat,Ibiza II (6k),1999,2002
1711,Seat,Ibiza III (6L),2002,2008
1712,Seat,"Ibiza IV (6J,6P)",2008,2017
1713,Seat,Inca (6k),1995,2004
1714,Seat,Malaga (023A),1984,1993
1715,Seat,Marbella,1986,1998
1716,Seat,Mii,2011,
1717,Seat,Ronda (022A),1982,1988
1718,Seat,Terra,1987,1996
1719,Seat,Toledo I (1L),1991,1999
1720,Seat,Toledo II (1M),1998,2006
1721,Seat,Toledo III (5P),2004,2009
1722,Seat,Toledo IV (NH),2011,
1723,Citroen,TEST,1991,1996
1724,Citroen,TEST,1997,1998
1725,Citroen,TEST,1999,2001
1726,Citroen,TEST,2001,2008
1727,Citroen,TEST,2006,2009
1728,Citroen,TEST,2009,2012
1729,Citroen,TEST,2012,
1735,Renault,Clio I,1990,1998
1736,Renault,Clio I,1997,1998
1737,Renault,Clio II,1998,2001
1738,Renault,Clio II,2001,2005
1739,Renault,Clio III,2005,2012
1740,Renault,Clio IV,2012,
1741,Toyota,Verso,2009,2018
1742,Toyota,Aygo AB10,2005,2014
1743,Toyota,Aygo AB40,2014,
1744,Toyota,Camry,1990,1994
1745,Toyota,Camry,1986,1990
1746,Toyota,Carina  A10,1970,1977
1747,Toyota,Carina A40,1977,1981
1748,Toyota,Camry,1982,1986
1749,Toyota,Carina T150,1984,1988
1750,Toyota,C-HR I,2016,2023
1751,Toyota,4 Runner N60,1984,1989
1752,Toyota,4 Runner N120 N130,1989,1995
1753,Toyota,4 Runner N180,1995,2002
1754,Toyota,4 Runner N210,2002,2009
1755,Toyota,4 Runner N280,2009,
1756,Toyota,Auris 150,2006,2012
1757,Toyota,Auris E180,2012,2018
1758,Toyota,Avalon XX10,1994,1999
1759,Toyota,Avalon XX20,1999,2004
1760,Toyota,Avalon XX30,2004,2012
1761,Toyota,Avalon XX40,2012,
1762,Toyota,Avensis T270,2015,2018
1763,Toyota,Avensis T250,2006,2009
1765,Toyota,Camry,1994,1998
1766,Toyota,Corolla E10,1966,1970
1767,Toyota,Corolla E20,1970,1974
1768,Toyota,Corolla E30 E40 E50 E60,1974,1979
1769,Toyota,Corolla E70,1979,1983
1770,Toyota,Corolla E80,1983,1987
1771,Toyota,Corolla E120 E130,2004,2007
1772,Toyota,Avensis Verso,2001,2009
1773,Toyota,Corolla Verso E110,1997,2001
1774,Toyota,Dyna U100 Y100,1995,2002
1775,Toyota,Dyna U300 U400,2002,
1776,Toyota,FJ cruiser,2006,2010
1777,Toyota,Hiace (H10),1967,1977
1778,Toyota,Highlander XU20,2000,2007
1779,Toyota,Highlander XU40,2007,2013
1780,Toyota,Highlander XU50,2013,2019
1781,Toyota,Hilux (N10),1968,1972
1782,Toyota,Hilux (N20),1972,1983
1783,Toyota,"Hilux (AN10, AN20, AN30)",2011,2015
1784,Toyota,"Hilux (AN10, AN20, AN30)",2005,2008
1785,Toyota,iQ,2008,
1786,Toyota,Land Cruiser (J200),2008,
1787,Toyota,Land Cruiser (J150),2009,
1788,Toyota,Land Cruiser (J100),1998,2007
1789,Ford,Maverick,1993,1999
1790,Ford,Maverick,2001,2007
1795,Toyota,Liteace,1979,1985
1796,Toyota,Liteace,1985,1992
1797,Toyota,Liteace,1992,1998
1798,Toyota,Matrix (E130),2001,2008
1799,Toyota,Matrix (E140),2008,2014
1800,Toyota,Model F,1982,1990
1801,Toyota,MR2 (W10) I,1984,1989
1802,Toyota,MR2 (W20) II,1989,1999
1803,Toyota,MR2 (W30) III,1999,2007
1804,Toyota,Paseo (EL44) I,1991,1995
1805,Toyota,Paseo (EL54) II,1995,1999
1806,Toyota,Picnic,1996,2001
1807,Toyota,"Previa (XR10, XR20) I",1990,2000
1808,Toyota,"Previa (XR30, XR40) II",2000,2006
1809,Toyota,Previa (XR50) III,2006,
1810,Toyota,Sienna XL10 I,1997,2002
1811,Toyota,Sienna XL20 II,2003,2010
1812,Toyota,Sienna XL30 III,2011,2020
1813,Toyota,Starlet (P40 - P50) I,1973,1978
1814,Toyota,Starlet (P60) II,1978,1984
1815,Toyota,Starlet (P70) III,1984,1989
1816,Toyota,Starlet (P80) IV,1989,1995
1817,Toyota,Starlet (P90) V,1996,1999
1818,Toyota,Supra A80,1993,2002
1819,Toyota,Supra A70,1986,1993
1820,Toyota,Tacoma I,1994,2004
1821,Toyota,Tacoma II,2004,2015
1822,Toyota,Tacoma III,2015,
1823,Toyota,Tercel,1982,1986
1824,Toyota,Tercel,1986,1990
1825,Toyota,Tercel,1990,1994
1826,Toyota,Tercel,1994,1999
1827,Toyota,Tundra I,2000,2006
1828,Toyota,Tundra II,2006,2021
1829,Toyota,Urban Cruiser (XP110),2007,2016
1830,Toyota,Yaris Verso,1999,2005
1831,Toyota,Wish (AE10),2003,2009
1832,Toyota,Wish (AE20),2009,
1833,Toyota,Venza,2009,
1834,Honda,Legend III KA9,1996,2006
1836,Volkswagen,Vento,2010,
1837,Mazda,Xedos 9,1993,2001
1838,Volkswagen,Polo,2002,2005
1839,Toyota,Prius+ (ZVW40),2011,2018
1840,Ford,Windstar,1994,1998
1841,Ford,Windstar,1999,2003
1842,Ford,Windstar,2004,2007
1843,Ford,Freestar,2004,2007
1844,BMW,5 E28,1981,1987
1845,Chevrolet,Venture,1996,2005
1846,Hyundai,Lantra I,1990,1995
1847,Hyundai,Lantra II,1995,2000
1848,Mitsubishi,Pajero Sport I,1996,2008
1849,Mitsubishi,Pajero Sport II,2008,
1850,Renault,Thalia I,1998,2008
1851,Renault,Thalia II,2008,
1852,Opel,Ampera,2011,
1853,Chevrolet,Volt I,2010,2015
1854,Renault,Logan I,2004,2013
1855,Renault,Logan II,2013,
1856,Nissan,Navara D22,1997,2004
1857,Nissan,Navara D40,2004,2015
1858,Nissan,Navara D23,2015,
1859,Nissan,Qashqai,2006,2010
1860,Proton,"Persona I (C95, C96, C97, C98, C99)",1993,2007
1861,Proton,Persona II (CM6),2007,2016
1862,Proton,Persona III (BH6),2016,
1863,Mercedes-Benz,C AMG W205,2014,
1864,Lexus,GS 250 350 300H 450H,2013,
1865,Tata,Indica Vista I,1998,
1866,Tata,Indica Vista II,2008,2014
1867,Tata,Indigo I,2002,2009
1868,Tata,Indigo II,2009,2016
1869,Tata,Loadbeta,1988,
1870,Tata,Safari,1998,2005
1871,Tata,Safari,1991,2002
1872,Tata,Telcoline,1999,2011
1873,Volkswagen,Multivan T4,1991,2003
1874,Volkswagen,Multivan T5,2003,2015
1875,Volkswagen,Multivan T6,2015,
1876,Toyota,Land Cruiser (J120),2002,2009
1877,Mitsubishi,Colt CZ3,2006,2009
1878,Chrysler,Sebring (ST-22 - JR),2000,2007
1879,Chrysler,Sebring (JS),2006,2010
1880,Hyundai,ix 55,2006,2012
1881,Dacia,Logan II,2012,2020
1882,LDV,Maxus,2004,2009
1883,Ford,Escape,2001,
1884,Renault,Fluence,2010,
1885,Renault,Clio V,2019,
1886,Fiat,500X,2014,
1887,Infiniti,EX,2007,
1888,BMW,5 G30 G31 G38,2016,
1889,BMW,7 G11 G12,2015,2022
1890,Opel,Astra K,2015,2021
1891,Tesla,Model S,2012,
1894,Mini,One - Cooper R56,2014,
1896,Mini,Clubman F54,2014,
1897,BMW,6 G32 Gran Turismo,2017,
1898,Fiat,500E,2013,2019
1899,Tesla,Model 3,2017,
1900,Tesla,Model X,2015,
1901,Renault,Latitude (L70),2010,
1902,SsangYong,Actyon sports I,2005,2012
1903,SsangYong,Actyon sports II,2012,
1904,Hyundai,i20 (GB IB),2014,2020
1905,Ford,Fusion II,2013,
1906,Chevrolet,Volt II,2015,
1907,Opel,Karl,2015,
1908,Mini,One - Cooper F56 F55,2013,
1909,Ford,Edge I,2007,2014
1910,Ford,Edge II,2015,
1911,Lexus,ES 300h (6th Gen),2012,2018
1912,Peugeot,307 CC,2003,2008
1913,Bentley,Continental,1991,2003
1914,Bentley,Continental,2003,2017
1915,Bentley,Continental,2017,
1916,Hyundai,Ioniq,2016,
1917,Renault,Megane IV,2016,
1918,Renault,Kadjar,2015,
1919,Audi,A7 S7 4K8,2018,
1920,Peugeot,Partner,2015,2018
1921,Acura,TL,1995,1998
1922,Acura,TL,1999,2003
1923,Acura,TL,2004,2008
1924,Acura,TL,2008,2014
1925,Buick,Encore I,2012,2022
1926,Ferrari,California F149,2008,2014
1927,Mazda,CX-3,2015,
1928,KIA,Sportage,2016,2021
1929,Nissan,Qashqai,2016,2021
1930,Mazda,6,2016,2018
1931,KIA,Stinger,2016,
1932,Fiat,Ducato,2014,
1933,Mazda,6,2018,
1934,Volvo,"S90, V90",2016,
1935,Opel,Cascada,2013,
1936,Volkswagen,Touran III,2016,
1937,Toyota,Verso-S,2011,2016
1938,Fiat,Doblo,2000,2009
1939,Acura,RL,2004,2012
1940,Rolls-Royce,Silver Spirit,1980,1989
1941,Honda,HR-V,2015,2020
1942,Hyundai,i30,2017,
1943,SsangYong,Tivoli,2015,
1944,Mazda,MX-5 ND,2016,
1945,BMW,X3 G01,2018,2024
1946,KIA,Picanto,2017,
1947,KIA,Rio,2017,
1948,KIA,Ceed,2018,
1949,KIA,Optima,2000,2005
1950,KIA,Optima,2005,2010
1951,KIA,Optima,2010,2015
1952,KIA,Optima,2015,2020
1953,Mitsubishi,FTO,1994,2001
1954,Skoda,Kodiaq,2017,2024
1955,Volkswagen,Arteon,2017,
1956,Volkswagen,Load Up,2014,
1957,Hyundai,Kona I,2017,2023
1958,Volkswagen,Tiguan,2016,2024
1959,BMW,i3,2013,
1960,Ford,B-MAX,2012,2020
1961,Porsche,Macan (95B),2014,2018
1962,Peugeot,108,2014,
1963,Chrysler,200,2015,
1964,Maserati,Ghibli,2013,
1965,Ford,Ecosport,2013,2017
1966,Mercedes-Benz,E W213,2016,
1967,Volvo,XC90,2014,
1968,Renault,Zoe,2012,
1970,Alfa Romeo,Stelvio,2016,
1971,KIA,Spectra,2000,2003
1972,KIA,Spectra,2004,2009
1973,Mitsubishi,Pajero Pinin,,
1974,Microcar,M8,2012,2015
1975,Jeep,Renegade,2014,
1976,Jaguar,E-Pace,2017,
1977,Jaguar,F-Pace,2016,
1978,KIA,Sorento,2015,2020
1979,Lexus,LX 570,,
1980,Infiniti,QX30,,
1981,Opel,Insignia B,2017,
1982,Land Rover,Discovery 5,2017,
1983,Mercedes-Benz,AMG GT R190 C190,2016,
1984,Hyundai,Tiburon,1996,2001
1985,Hyundai,Tiburon,2002,2009
1986,Infiniti,QX35,2017,
1987,Alfa Romeo,Giulia,2016,
1988,Saturn,Vue,2008,2010
1989,Land Rover,Discovery Sport,2014,
1990,Maserati,Levante,2017,
1991,Iveco,Daily 6th gen,2014,
1992,Ford,Fiesta,2017,
1993,Citroen,C3,2016,2024
1994,BMW,X2 F39,2018,2023
1995,BMW,X5 G05,2018,
1996,Ford,Ecosport,2018,
1997,Toyota,Sequoia (XK30-XK40),2000,2007
1998,Renault,Talisman,2015,
1999,Honda,Jazz,2015,2020
2000,Volkswagen,Cross Polo,2005,2009
2001,Volkswagen,Cross Polo,2009,2018
2002,Bentley,Flying Spur,,
2003,GAZ, GAZelle,,
2004,Subaru,Outback (BS),2015,2019
2005,Renault,Alaskan,2017,
2007,Ford,Cougar,1998,2002
2008,Jaguar,I-Pace,2018,
2009,Mitsubishi,Endeavor,2006,2008
2010,Land Rover,Range Rover Velar,2017,
2011,Pontiac,Vibe,2003,2008
2012,Pontiac,Vibe,2009,2010
2013,Cadillac,XT5,2017,
2014,BMW,3 G20 G21,2019,
2015,Mitsubishi,Space Gear,1994,2007
2016,Mercedes-Benz,E W238,2017,
2017,Toyota,Corolla E210 E21,2018,
2018,Mitsubishi,L200,2015,
2019,Mitsubishi,Eclipse Cross,2018,
2020,Ford,Focus ST,2015,2018
2021,Volkswagen,Polo VI,2017,
2022,Bentley,Turbo R,1985,1997
2023,Oldsmobile,Omega,1980,1984
2024,Jeep,Cherokee,2013,2020
2025,Chrysler,Pacifica,2017,
2026,KIA,Niro,2016,2022
2027,Acura,ILX,2013,
2028,BMW,8 G15,2018,
2029,Suzuki,SX4 S-Cross,2013,2021
2030,Suzuki,Celerio,2014,
2031,Infiniti,Q50,2014,
2032,Rolls-Royce,Silver Shadow,,
2033,Daihatsu,Materia,,
2034,Audi,Q2 -,,
2035,KIA,Joice,1999,2002
2036,Volvo,S60,2018,
2037,Volvo,V60,2018,
2038,Volvo,XC60,2017,
2039,Citroen,C4 Grand Picasso,2013,2018
2040,Toyota,Solara,,
2041,GMC,Terrain,,
2042,Audi,e-tron,,
2043,Scion,xA,2004,2006
2046,Daihatsu,YRV,,
2047,Volkswagen,Crafter,2017,
2048,Skoda,Scala,,
2049,BMW,X4 G02,2018,
2050,Mazda,Millenia,,
2051,Suzuki,Forenza,,
2052,Audi,Q5 SQ5 FY,2017,2025
2053,Mazda,2,2014,2019
2054,Subaru,Levorg,2014,
2055,Hyundai,Santa Fe,2018,
2056,Skoda,Karoq,2017,
2057,Ford,Connect,2014,
2058,Porsche,Macan (95B),2019,
2059,Ford,Fusion,2002,2005
2060,Citroen,C3 Aircross,2017,2024
2061,Citroen,Jumpy,2016,
2062,Ford,Focus,2018,
2063,Ford,Turneo Courier,2014,
2064,Toyota,RAV 4 (XA50),2018,
2065,Toyota,Proace,2016,
2066,Audi,Q8,2018,
2067,Mercedes-Benz,S C217,2015,2020
2068,Volkswagen,T-Roc,2017,2025
2069,Nissan,Rogue,2008,2013
2070,BMW,1 F40,2019,2023
2071,Skoda,Praktik (5J8),2006,2015
2072,KIA,Stonic,2017,
2073,Toyota,Land Cruiser (HDJ90),1996,2002
2074,Mercedes-Benz,GLS X167,2019,
2075,Subaru,Forester SK,2018,2025
2076,Suzuki,Swift III,2016,2023
2077,Renault,Scenic IV - Grand scenic IV,2016,
2078,Volkswagen,e-Golf,2014,
2079,Opel,Grandland X,2017,2024
2080,Opel,Crossland X,2017,
2081,Audi,RS5,,
2082,Audi,RS5,2010,2015
2083,Infiniti,M,2010,2019
2084,Opel,Mokka X,2016,2019
2085,Volkswagen,PASSAT B7 USA,2012,2019
